Fiscal_Year,Service,Department,Project,Project_id,Fund,Fund_Type,Thru_FY_Actuals,FY_Approved
2016,Seattle Public Utilities,Shared Cost Projects,Sound Transit Ã¢â‚¬â€œ University Link - DWF,C4110-DWF,Drainage and Wastewater Fund,Not Applicable,0,10000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Painting Program,TC324900,Cumulative Reserve Subfund - South Lake Union Property Proceeds Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,General Government Facilities - General,Customer Requested Tenant Improvement Program,A1GM105,Finance and Administrative Services Fund,Not Applicable,0,3500000
2016,Finance and Administrative Services,General Government Facilities - General,Central Neighborhood Service Center Tenant Improvement,A1GM128,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Greenwood Avenue Sidewalks,TC367530,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Next Generation Intelligent Transportation Systems (ITS),TC367430,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,800000
2016,Seattle Public Utilities,Technology,Enterprise Information Management,C5403,Drainage and Wastewater Fund,Not Applicable,0,327500
2016,Seattle Department of Transportation,Mobility-Capital,Pay Stations,TC366350,2008 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Finance and Administrative Services,General Government Facilities - General,City Hall and Seattle Municipal Tower Tenant Improvements,A1GM118,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,1912000
2016,Department of Parks and Recreation,Docks/Piers/Floats/Seawalls/Shorelines,Emma Schmitz Sea Wall Replacement,K732454,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Neighborhood Parks and Playgrounds,Lake Union Park Walkway Renovations-2008 Levy,K730197,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Center,Public Gathering Space Improvements,Public Gathering Space Improvements,S9902,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,671000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 20,A1FL120,2003 Fire Facilities Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Collision Evaluation Program,TC323860,Transportation Operating Fund,Not Applicable,0,116000
2016,Seattle City Light,D2 External Projects - Transportation Relocations,Overhead and Underground Relocations,8369,City Light Fund,Not Applicable,0,2505000
2016,Seattle Center,Fisher Pavilion,Fisher Pavilion Asset Preservation,S0701,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Pedestrian Master Plan Implementation,TC367150,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle City Light,D1 External Projects - Local Jurisdictions,Streetlight LED Conversion Program,8441,City Light Fund,Not Applicable,0,5817000
2016,Department of Parks and Recreation,Building Component Renovations,Green Lake CC - Evans Pool Roof Replacement & Solar Hot Water,K732448,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Rehabilitation and Replacement,TC366850,2015 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Center,Utility Infrastructure,Utility Infrastructure Master Plan & Repairs,S0101,2003 LTGO Capital Project Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Elliott Bay Seawall Project,TC367320,Transportation Operating Fund,Not Applicable,0,1450000
2016,Seattle Public Utilities,Shared Cost Projects,Other Major Transportation Projects - WF,C4123-WF,Water Fund,Not Applicable,0,50000
2016,Finance and Administrative Services,Maintenance Shops and Yards,Maintenance Shops and Yards,A1MSY01,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Debt and Special Funding,Golf Master Plan Implementation,K732391,2014 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Docks/Piers/Floats/Seawalls/Shorelines,Beach Restoration Program,K732303,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Pedestrian Master Plan - School Safety,TC367170,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Hazard Mitigation Program - Areaways,TC365480,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,329000
2016,Seattle City Light,A1 Power Supply - Boundary,Boundary Powerhouse - Unit 56 Generator Rebuild,6354,City Light Fund,Not Applicable,0,88000
2016,Department of Parks and Recreation,Parks Infrastructure,Pavement Restoration Program,K732418,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle City Light,C2 Distribution - Network,Network Hazeltine Upgrade,8129,City Light Fund,Not Applicable,0,631000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Hazard Mitigation Program - Areaways,TC365480,Transportation Operating Fund,Not Applicable,0,16000
2016,Seattle Department of Transportation,Mobility-Capital,23rd Avenue Corridor Improvements,TC367420,Transportation Operating Fund,Not Applicable,0,2234438
2016,Seattle Department of Transportation,Major Projects,Mercer Corridor Project West Phase,TC367110,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Genesee Playfield #1 Synthetic Turf Resurfacing,K732488,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
